code,ident,latitude_deg,longitude_deg,time_zone
KAP,FZSK,-8.5,22.666668,UTC+2
KNM,FZTK,-7.516667,24.183332,UTC+2
KGA,FZUA,-5.9,22.416668,UTC+2
LZA,FZUG,-7.666667,22.5,UTC+2
TSH,FZUK,-6.441111,20.797222,UTC+2
LJA,FZVA,-3.397222,23.444445,UTC+2
LBO,FZVI,-4.966667,23.45,UTC+2
MEW,FZVM,-4.85500025,21.542574619772104,UTC+2
BAN,FZVR,-4.3151816,20.4142387,UTC+2
PFR,FZVS,-4.3302045,20.58850987797728,UTC+2
MJM,FZWA,-6.15,23.633333,UTC+2
GDJ,FZWC,-6.766667,23.966667,UTC+2
KBN,FZWT,-6.116667,24.533333,UTC+2
BKO,GABS,12.5353304,-7.94876504,UTC+0
GUD,GAGM,16.3625833,-3.5990064,UTC+0
GAQ,GAGO,16.248611,-0.001389,UTC+0
KNZ,GAKA,12.8410617,-11.2510981,UTC+0
KTX,GAKO,12.416667,-5.383333,UTC+0
KYS,GAKY,14.431944,-11.439444,UTC+0
MZI,GAMB,14.51106525,-4.081330666,UTC+0
NRM,GANK,15.2276899,-7.2616197,UTC+0
NIX,GANR,15.23953285,-9.57321169,UTC+0
KSS,GASK,11.3,-5.583333,UTC+0
TOM,GATB,16.732222,-3.005278,UTC+0
EYL,GAYE,15.1232036,-10.56812402,UTC+0
BJL,GBYD,13.336338,-16.64950257,UTC+0
FUE,GCFV,28.4471242,-13.86614758,UTC+0
GMZ,GCGM,28.03048375,-17.21432893,UTC+0
VDE,GCHI,27.813969,-17.884937,UTC+0
SPC,GCLA,28.626975700000003,-17.75548471,UTC+0
LPA,GCLP,27.92879945,-15.38918207,UTC+0
ACE,GCRR,28.94568045,-13.60758816,UTC+0
TFS,GCTS,28.04605465,-16.5727153,UTC+0
TFN,GCXO,28.48275745,-16.34122475,UTC+0
MLN,GEML,35.2800282,-2.957740395,UTC+1
BTE,GFBN,7,-12.008333,UTC+0
KBS,GFBO,7.9453471,-11.76059643,UTC+0
GBK,GFGK,7.81271795,-12.37763291,UTC+0
HGS,GFHA,8.393056,-13.13,UTC+0
KBA,GFKB,9.333333,-12,UTC+0
KEN,GFKE,7.89635595,-11.1740054,UTC+0
FNA,GFLL,8.6153394,-13.20025591,UTC+0
WYE,GFYE,8.6176481,-11.05025124,UTC+0
BQE,GGBU,11.3033822,-15.83910953,UTC+0
OXB,GGOV,11.888889,-15.657222,UTC+0
UCN,GLBU,5.95,-10.033333,UTC+0
CPA,GLCP,4.376667,-7.695556,UTC+0
SNI,GLGE,5.033056,-9.063611,UTC+0
MLW,GLMR,6.289444,-10.758333,UTC+0
NIA,GLNA,7.4939464,-8.58447884,UTC+0
ROB,GLRB,6.2311862,-10.36428716,UTC+0
SAZ,GLST,4.6816147,-8.4344961,UTC+0
THC,GLTN,6.04680205,-8.13874145,UTC+0
VOI,GLVA,8.416667,-9.75,UTC+0
AGA,GMAD,30.378326,-9.555895,UTC+0
GLN,GMAG,29.016666,-10.066667,UTC+0
TTA,GMAT,28.45,-11.083333,UTC+0
OZG,GMAZ,30.26601885,-5.859202534,UTC+0
UAR,GMFB,51.15371,51.538563,UTC+0
FEZ,GMFF,33.92911595,-4.979095413,UTC+0
ERH,GMFK,31.9476048,-4.401642404,UTC+0
MEK,GMFM,33.88333,-5.533333,UTC+0
OUD,GMFO,34.783333,-1.933333,UTC+0
SMW,GMMA,26.7326717,-11.68430369,UTC+0
GMD,GMMB,33.65400975,-7.217645445,UTC+0
BEM,GMMD,32.40255875,-6.315766147,UTC+0
RBA,GMME,34.036137,-6.748619,UTC+0
SII,GMMF,29.3711009,-10.1761455,UTC+0
VIL,GMMH,23.72474405,-15.92746616,UTC+0
ESU,GMMI,31.3992836,-9.682784663,UTC+0
EUN,GMML,27.1406223,-13.22236938,UTC+0
CMN,GMMN,33.36667,-7.586667,UTC+0
NDR,GMMW,34.9876917,-3.036671157,UTC+0
RAK,GMMX,31.605871,-8.032465716,UTC+0
NNA,GMMY,34.266666,-6.666667,UTC+0
OZZ,GMMZ,30.93821125,-6.908943083,UTC+0
AHU,GMTA,35.17972,-3.836944,UTC+0
TTU,GMTN,35.5940005,-5.323810549,UTC+0
TNG,GMTT,35.72920725,-5.91294247,UTC+0
GNU,GNU,59.1184801,-161.5785768,UTC-8
DSS,GOBD,14.6655114,-17.07343117,UTC+0
KDA,GODK,12.8989844,-14.96736664,UTC+0
ZIG,GOGG,12.5565053,-16.27910291,UTC+0
CSK,GOGS,12.39821835,-16.75089289,UTC+0
KLC,GOOK,14.083333,-16.5,UTC+0
DKR,GOOY,14.73702885,-17.48270937,UTC+0
MAX,GOSM,15.59567135,-13.32460119,UTC+0
POD,GOSP,16.6783347,-14.96496041,UTC+0
RDT,GOSR,16.4370898,-15.65927876,UTC+0
XLS,GOSS,16.0532913,-16.46145296,UTC+0
BXE,GOTB,14.84636185,-12.46959728,UTC+0
KGG,GOTK,12.5723579,-12.2200418,UTC+0
SMY,GOTS,13.166667,-13.166667,UTC+0
TUD,GOTT,13.73539355,-13.65478424,UTC+0
AEO,GQNA,16.71068715,-9.638219081,UTC+0
OTL,GQNB,17.52983,-14.71222,UTC+0
THI,GQNC,18.4339423,-9.486411,UTC+0
TIY,GQND,18.5670563,-11.4290322,UTC+0
BGH,GQNE,16.633333,-14.2,UTC+0
KFA,GQNF,16.58686265,-11.41207796,UTC+0
TMD,GQNH,16.2322342,-8.1638308,UTC+0
EMN,GQNI,16.620986600000002,-7.319334752,UTC+0
AJJ,GQNJ,19.72837225,-14.37806484,UTC+0
KED,GQNK,16.16018205,-13.50678029,UTC+0
MOM,GQNL,17.75,-12.5,UTC+0
NKC,GQNO,18.3,-15.97,UTC+0
SEY,GQNS,15.1690919,-12.192478,UTC+0
THT,GQNT,17.233334,-10.816667,UTC+0
ATR,GQPA,20.499443,-13.046389,UTC+0
FGD,GQPF,22.6733397,-12.7288263,UTC+0
NDB,GQPP,20.92992565,-17.02984879,UTC+0
OUZ,GQPZ,22.733334,-12.35,UTC+0
CKY,GUCY,9.57655125,-13.61307576,UTC+0
FIG,GUFA,10.3515213,-13.5691599,UTC+0
FAA,GUFH,10.0359509,-10.76962817,UTC+0
KSI,GUKU,9.1608546,-10.1245813,UTC+0
LEK,GULB,11.3369569,-12.29172797,UTC+0
MCA,GUMA,8.55,-9.466667,UTC+0
NZE,GUNZ,7.8155778,-8.7038786,UTC+0
BKJ,GUOK,10.966667,-14.283333,UTC+0
SBI,GUSB,12.483333,-13.3,UTC+0
GII,GUSI,11.516667,-9.166667,UTC+0
KNN,GUXN,10.3975,-9.305556,UTC+0
SID,GVAC,16.73879835,-22.95112557,UTC-1
NTO,GVAN,17.066668,-25.083332,UTC-1
BVC,GVBA,16.083332,-22.833332,UTC-1
BVR,GVBR,14.86370585,-24.74640907,UTC-1
MMO,GVMA,15.25,-23.166668,UTC-1
MTI,GVMT,15,-24.433332,UTC-1
RAI,GVNP,14.9412846,-23.48478206,UTC-1
SFL,GVSF,14.8857869,-24.48089585,UTC-1
SNE,GVSN,16.58982335,-24.28640806,UTC-1
VXE,GVSV,16.8345053,-25.05517087,UTC-1
ADD,HAAB,8.97958075,38.79727968929066,UTC+3
AMH,HAAM,6.036111,37.576942,UTC+3
AXU,HAAX,14.120833,38.716667,UTC+3
BCO,HABC,5.783333,36.55,UTC+3
BJR,HABD,11.603292,37.32324,UTC+3
BEI,HABE,9.39096515,34.51957774127783,UTC+3
DGC,HADB,8.233333,43.583332,UTC+3
DSE,HADC,11.10606835,39.72660294,UTC+3
DEM,HADD,8.5508879,34.85988637487796,UTC+3
DBM,HADM,10.319444,37.743057,UTC+3
DIR,HADR,9.61338,41.857994,UTC+3
DBT,HADT,11.968056,38.025276,UTC+3
FNH,HAFN,9.583333,37.433334,UTC+3
GOB,HAGB,7.013889,39.980556,UTC+3
GNN,HAGH,7.1455035,40.7152085,UTC+3
GLC,HAGL,6.9844398,46.4213982,UTC+3
GMB,HAGM,8.283333,34.583332,UTC+3
GDQ,HAGN,12.51886,37.43160224860164,UTC+3
GDE,HAGO,5.902222,43.628334,UTC+3
GOR,HAGR,8.1594382,35.552288,UTC+3
HUE,HAHU,14.25,36.583332,UTC+3
JIJ,HAJJ,9.366667,42.766666,UTC+3
JIM,HAJM,7.6614832,36.82030042171516,UTC+3
ABK,HAKD,6.733889,44.26611,UTC+3
LFO,HAKL,5.6572136,44.3496766,UTC+3
AWA,HALA,7.0643514,38.4910115,UTC+3
LLI,HALL,12.016667,39.066666,UTC+3
MKS,HAMA,11.683333,38.15,UTC+3
MQX,HAMK,13.468333,39.52639,UTC+3
ETE,HAMM,12.9329996,36.1669998,UTC+3
NDM,HAMN,9.816667,35.083332,UTC+3
MUJ,HAMR,6.333333,35,UTC+3
MTF,HAMT,6.966667,35.533333,UTC+3
EGL,HANG,5.2758674,39.7525564,UTC+3
NEJ,HANJ,9.5,35.466667,UTC+3
NEK,HANK,9.066667,36.5,UTC+3
PWI,HAPW,11.3100309,36.4098768,UTC+3
SXU,HASD,6.8169999,37.75,UTC+3
SKR,HASK,5.883333,38.966667,UTC+3
HIL,HASL,6.083333,44.766666,UTC+3
SZE,HASM,11.5,41.083332,UTC+3
ASO,HASO,10.047222,34.536667,UTC+3
TIE,HATP,7.201111,35.41528,UTC+3
WAC,HAWC,7.1669998,37.1669998,UTC+3
WRA,HAWR,6.9755902,45.3371073,UTC+3
HAY,HAY,65.2008333,-161.1566667,UTC-8
BJM,HBBA,-3.32,29.32,UTC+2
GID,HBBE,-3.41787695,29.91282974998605,UTC+2
KRE,HBBO,-3.333333,29,UTC+2
AAD,HCAD,6.09628635,46.63770837,UTC+2
ALU,HCMA,11.966667,50.8,UTC+3
BIB,HCMB,3.1035313,43.63118544127955,UTC+3
CXN,HCMC,11.4957059,49.9105124,UTC+3
BSY,HCMD,2.329012,42.3115383,UTC+3
HCM,HCME,7.916667,49.8,UTC+3
BSA,HCMF,11.2778277,49.142991331751006,UTC+3
GSR,HCMG,9.5,49.05,UTC+3
HGA,HCMH,9.51261905,44.07985387719469,UTC+3
BBO,HCMI,10.419444,45.00639,UTC+3
LGX,HCMJ,3.8,42.05,UTC+3
KMU,HCMK,-0.416667,42.841667,UTC+3
MGQ,HCMM,2.0140883,45.30404124282551,UTC+3
BLW,HCMN,21.333332,-157.7,UTC-10
CMO,HCMO,5.358218900000001,48.51558635890029,UTC+3
GLK,HCMR,6.766667,47.433334,UTC+3
CMS,HCMS,10.3138392,50.2032001,UTC+3
ERA,HCMU,10.6420505,47.3879814,UTC+3
BUO,HCMV,9.5225,45.55417,UTC+3
GGR,HCMW,8.283333,48.333332,UTC+3
JIB,HDAM,11.54800385,43.15864050716333,UTC+3
AII,HDAS,11.15,42.716667,UTC+3
MHI,HDMO,11,43,UTC+3
OBC,HDOB,11.9677305,43.28043019339288,UTC+3
TDJ,HDTJ,11.7881991,42.913057,UTC+3
SEW,HE24,29.183332,25.516666,UTC+2
DBB,HEAL,30.924444,28.46139,UTC+2
AAC,HEAR,31.0742836,33.829171518733695,UTC+2
ATZ,HEAT,27.033333,31,UTC+2
ALY,HEAX,31.192545,29.953058,UTC+2
HBE,HEBA,30.922234,29.686504,UTC+2
ABS,HEBL,22.3722282,31.61302768093995,UTC+2
CAI,HECA,30.1141148,31.42470226006945,UTC+2
CCE,HECP,18.05,-63.11667,UTC-4
DAK,HEDK,25.414722,28.999166,UTC+2
HRG,HEGN,27.1798365,33.79432766304178,UTC+2
UVL,HEKG,25.46922955,30.58597099,UTC+2
LXR,HELX,25.6705395,32.70656738421505,UTC+2
RMF,HEMA,25.5566869,34.586226362149766,UTC+2
MUH,HEMM,31.3168929,27.22657774,UTC+2
EMY,HEMN,28.10069715,30.731230123472542,UTC+2
GSQ,HEOW,22.583332,28.716667,UTC+2
PSD,HEPS,31.266666,32.3,UTC+2
SKV,HESC,28.5,33.95,UTC+2
HMB,HESG,26.3417454,31.73106584009664,UTC+2
SSH,HESH,27.9807161,34.3879836,UTC+2
ASW,HESN,23.96342585,32.82937355051733,UTC+2
SPX,HESX,29.766666,-95.433334,UTC-5
TCP,HETB,29.55,34.916668,UTC+2
ELT,HETR,28.20850445,33.651188381515865,UTC+2
ASM,HHAS,15.2932452,38.91610962389453,UTC+3
MSW,HHMS,15.603333,39.441113,UTC+3
ASA,HHSB,13.07595515,42.64174730194144,UTC+3
TES,HHTS,15.10377495,36.68206078861896,UTC+3
HPV,HI01,22.209272,-159.4454863,UTC-10
ASV,HKAM,-2.64532555,37.24857863904734,UTC+3
BMQ,HKBM,-4.5,39.833332,UTC+3
EDL,HKEL,0.4043631,35.23328885990355,UTC+3
EYS,HKES,3.2367462,35.9745739,UTC+3
KLK,HKFG,-6.783333,25.783333,UTC+3
GAS,HKGA,-0.4658059,39.64902376499191,UTC+3
HOA,HKHO,-1,40,UTC+3
NBO,HKJK,-1.3168547,36.92904912198662,UTC+3
KEU,HKKE,67.916664,-162.28334,UTC-8
GGM,HKKG,0.27144975,34.787255666880995,UTC+3
KIS,HKKI,-0.0918383,34.7232548,UTC+3
ILU,HKKL,-2.913064,38.0698869,UTC+3
KEY,HKKR,-0.366667,35.283333,UTC+3
KTL,HKKT,0.97257645,34.95890481081758,UTC+3
LKG,HKLK,4.203761350000001,34.34841238716451,UTC+3
LOK,HKLO,3.12213865,35.60945590645913,UTC+3
LAU,HKLU,-2.25,40.911667,UTC+3
LOY,HKLY,2.75,36.716667,UTC+3
NDE,HKMA,3.9337923,41.8433732,UTC+3
RBT,HKMB,2.3446158,37.99959281192161,UTC+3
HKR,HKMF,-1.145556,35.124722,UTC+3
JJM,HKMK,0.233194,38.183334,UTC+3
MYD,HKML,-3.2208611,40.10004982828771,UTC+3
MBA,HKMO,-4.0265226,39.600720714576624,UTC+3
OYL,HKMY,3.533333,39.05,UTC+3
NYE,HKNI,-0.416667,36.95,UTC+3
NUU,HKNK,-0.2966963,36.1564327,UTC+3
NYK,HKNL,0.016667,37.066666,UTC+3
WIL,HKNW,-1.318018,36.813248,UTC+3
OLX,HKOK,-1.4087924,35.1105164,UTC+3
ANA,HKOM,33.816666,-117.933334,UTC-7
UAS,HKSB,0.466667,37.55,UTC+3
KTJ,HKTB,-1.263508,35.027596,UTC+3
UKA,HKUK,-4.3,39.566666,UTC+3
WJR,HKWJ,1.766667,40.6,UTC+3
SRX,HLGD,31.060917,16.612036,UTC+2
TOB,HLGN,31.86168865,23.90982265787035,UTC+2
GHT,HLGT,24.966667,10.166667,UTC+2
AKF,HLKF,24.17807115,23.31398075824509,UTC+2
BEN,HLLB,32.1011324,20.27332790949631,UTC+2
MJI,HLLM,32.89722,13.277778,UTC+2
LAQ,HLLQ,32.788612,21.964167,UTC+2
SEB,HLLS,26.99269925,14.466095085170046,UTC+2
TIP,HLLT,32.6682804,13.14624729995671,UTC+2
LMQ,HLMB,30.3783988,19.574452774905275,UTC+2
MRA,HLMS,32.4,15.066667,UTC+2
NFR,HLNR,29.2172182,21.5872796,UTC+2
HUQ,HLON,29.5,15.5,UTC+2
LTD,HLTD,30.129168,9.509722,UTC+2
QUB,HLUB,26.6,12.766667,UTC+2
ZIS,HLZN,31.76947005,12.24736363161596,UTC+2
WAX,HLZW,32.952084400000004,12.016156691309185,UTC+2
GYI,HRYG,-1.67886525,29.259052480220763,UTC+2
BTQ,HRYI,-2.595473,29.736554,UTC+2
KGL,HRYR,-1.96827605,30.137584308337644,UTC+2
RHG,HRYU,-1.496837,29.63131404775573,UTC+2
KME,HRZA,-2.4624077,28.90797089863501,UTC+2
ATB,HSAT,17.7068787,34.05635032638109,UTC+2
EDB,HSDB,18.013889,30.959722,UTC+2
DOG,HSDN,19.1533534,30.43057893663059,UTC+2
RSS,HSDZ,11.783333,34.4,UTC+2
ELF,HSFS,13.6133482,25.32711263900582,UTC+2
GSU,HSGF,14.033333,35.466667,UTC+2
DNX,HSGG,14.1,33.066666,UTC+2
EGN,HSGN,13.4875,22.469444,UTC+2
KSL,HSKA,15.390278,36.34222,UTC+2
GBU,HSKG,14.9250002,35.8779984,UTC+2
KST,HSKI,13.133333,32.716667,UTC+2
KDX,HSLI,11.1379995,29.7010994,UTC+2
RBX,HSMK,6.83140635,29.67025686282036,UTC+2
MWE,HSMN,18.4426954,31.844174671844925,UTC+2
NUD,HSNH,12.75,28.416668,UTC+2
UYL,HSNN,12.071667,24.894722,UTC+2
NHF,HSNW,15.3561652,35.7283939,UTC+2
EBD,HSOB,13.14999945,30.23172170483516,UTC+2
PZU,HSPN,19.577778,37.21389,UTC+2
JUB,HSSJ,4.873847,31.59873191129032,UTC+2
MAK,HSSM,9.555556,31.644444,UTC+2
KRT,HSSS,15.5915979,32.5496203,UTC+2
WHF,HSSW,21.75,31.5,UTC+2
DNI,HSWD,14.383801,33.5273548,UTC+2
WUU,HSWW,7.72599855,27.970441309724837,UTC+2
ZLX,HSZA,12.9447732,23.5644544,UTC+2
ARK,HTAR,-3.366667,36.683334,UTC+3
BKZ,HTBU,-1.33063155,31.820484188574863,UTC+3
DAR,HTDA,-6.8741937,39.20752396159325,UTC+3
DOD,HTDO,-6.17006815,35.754430618763045,UTC+3
GTZ,HTGR,-2.160833,34.225555,UTC+3
MBI,HTGW,-8.91890675,33.462739482986976,UTC+3
IRI,HTIR,-7.670556,35.75028,UTC+3
TKQ,HTKA,-4.88471085,29.667859635949775,UTC+3
KIY,HTKI,-8.9120263,39.5111048,UTC+3
JRO,HTKJ,-3.4280794,37.07628889,UTC+3
LDI,HTLI,-9.850524,39.75871936630854,UTC+3
LKY,HTLM,-3.5,36.416668,UTC+3
MFA,HTMA,-7.91735835,39.66804537412173,UTC+3
MWN,HTMD,-3.55,33.6,UTC+3
XMI,HTMI,-10.738714,38.77182244631695,UTC+3
NPY,HTMP,-6.35497145,31.08408249793776,UTC+3
MYW,HTMT,-10.3405152,40.18186245490989,UTC+3
MUZ,HTMU,-1.50286265,33.80178074217361,UTC+3
MWZ,HTMW,-2.44583425,32.93340863939895,UTC+3
NCH,HTNA,-10.3575001,38.7792015,UTC+3
JOM,HTNJ,-9.3588371,34.77796910746214,UTC+3
PMA,HTPE,-5.242222,39.801945,UTC+3
GIT,HTRU,-2.8,32.2,UTC+3
SEU,HTSN,-2.383333,34.816666,UTC+3
SGX,HTSO,-10.6812175,35.58191536198474,UTC+3
SUT,HTSU,-7.9484409,31.61107548285324,UTC+3
SHY,HTSY,-3.6146904,33.5182435,UTC+3
TBO,HTTB,-5.0775058,32.83423957241028,UTC+3
TGT,HTTG,-5.09477935,39.06655217051742,UTC+3
ZNZ,HTZA,-6.22659875,39.224891924186615,UTC+3
RUA,HUAR,3.047222,30.912222,UTC+3
EBB,HUEN,0.044802,32.4429895,UTC+3
ULU,HUGU,2.81080155,32.26994056577095,UTC+3
JIN,HUJI,0.456389,33.192223,UTC+3
KXO,HUKI,-1.283333,29.719444,UTC+3
KJJ,HUKJ,0.200278,32.55,UTC+3
KSE,HUKS,0.1902797,30.1011131,UTC+3
MBQ,HUMA,-0.616667,30.65,UTC+3
KCU,HUMI,1.683333,31.716667,UTC+3
OYG,HUMY,3.65,31.716667,UTC+3
PAF,HUPA,2.2,31.616667,UTC+3
SRT,HUSO,1.72693535,33.619214069817254,UTC+3
TRY,HUTO,0.682152,34.16826253010921,UTC+3
HYL,HYL,55.48263,-132.65062,UTC-8
OTN,I20,38.8519239,-87.50053924,UTC-4
JLA,JLA,60.483334,-149.85,UTC-8
UTK,K03N,11.2223226,169.85190447841077,UTC+12
TWD,K0S9,48.11667,-122.76667,UTC-7
GCW,K1G4,36.07211,-113.9495,UTC-7
ROF,K1O5,41.7315629,-122.5442634,UTC-7
RSX,K21,44.991696,-73.3629941,UTC-4
COP,K23,42.7,-74.933334,UTC-4
CIL,K29,64.90833,-163.73334,UTC-8
CHZ,K2S7,42.583332,-121.86667,UTC-7
GOL,K4S1,42.416668,-124.416664,UTC-7
WPO,K7V2,38.86667,-107.6,UTC-6
AAF,KAAF,29.7302356,-85.02964472,UTC-4
ABE,KABE,40.651163100000005,-75.44225387,UTC-4
ABI,KABI,32.407743749999995,-99.67936993,UTC-5
ABQ,KABQ,35.03766945,-106.6109675,UTC-6
ABR,KABR,45.4525,-98.42611,UTC-5
ABY,KABY,31.5339678,-84.19254493,UTC-4
ACB,KACB,44.98832545,-85.1971963,UTC-4
ACK,KACK,41.256350600000005,-70.06422704,UTC-4
ACT,KACT,31.609133,-97.22321,UTC-5
ACV,KACV,40.9763645,-124.1084259,UTC-7
ACY,KACY,39.45708535,-74.57027649,UTC-4
ADG,KADG,41.9,-84.03333,UTC-4
ADT,KADH,34.80490015,-96.667616,UTC-5
ADM,KADM,34.3028,-97.0192,UTC-5
ADS,KADS,32.783333,-97.3,UTC-5
ADW,KADW,38.8057469,-76.87741646,UTC-4
AEL,KAEL,43.6800949,-93.36737639,UTC-5
AEX,KAEX,31.32927365,-92.54095487,UTC-5
AFF,KAFF,38.833332,-104.7,UTC-6
WSG,KAFJ,40.166668,-80.25,UTC-4
AFN,KAFN,42.833332,-72.066666,UTC-4
AFO,KAFO,42.733334,-110.933334,UTC-6
AFW,KAFW,32.992997849999995,-97.31836461,UTC-5
AGC,KAGC,40.3534454,-79.92904654,UTC-4
AGO,KAGO,33.266666,-93.23333,UTC-5
AGS,KAGS,33.37230205,-81.96506391,UTC-4
AHC,KAHC,40.15,-120.13333,UTC-7
AHH,KAHH,45.3,-92.35,UTC-5
AHN,KAHN,33.9487053,-83.32973998,UTC-4
AIA,KAIA,42.051666,-102.80666,UTC-6
AID,KAID,40.166668,-85.683334,UTC-4
AIK,KAIK,33.566666,-81.71667,UTC-4
AIO,KAIO,41.4,-95.01667,UTC-5
AIV,KAIV,33.13333,-88.15,UTC-5
AIZ,KAIZ,38.0924572,-92.5535179,UTC-5
AKO,KAKO,40.17740845,-103.2274355,UTC-6
AKC,KAKR,41.04,-81.46778,UTC-4
ALB,KALB,42.7457516,-73.8092091,UTC-4
ALI,KALI,27.75,-98.066666,UTC-5
ALM,KALM,32.845833,-105.985275,UTC-6
ALN,KALN,38.891666,-90.04833,UTC-5
ALO,KALO,42.55611,-92.39972,UTC-5
ALS,KALS,37.43667,-105.86667,UTC-6
ALW,KALW,46.0940857,-118.2911423,UTC-7
ALX,KALX,32.91343435,-85.96246743,UTC-5
AMA,KAMA,35.219594150000006,-101.7018304,UTC-5
AMN,KAMN,43.38333,-84.65,UTC-4
AMW,KAMW,41.9903107,-93.62215445,UTC-5
ANB,KANB,33.59028,-85.855835,UTC-5
AND,KAND,34.49361,-82.71,UTC-4
SSM,KANJ,46.4791985,-84.3684006,UTC-4
SLT,KANK,38.533333,-106,UTC-6
ANP,KANP,38.983334,-76.5,UTC-4
ANQ,KANQ,41.63333,-85,UTC-4
ANW,KANW,42.55,-99.86667,UTC-5
ANY,KANY,37.15,-98.03333,UTC-5
AOH,KAOH,40.766666,-84.1,UTC-4
AOO,KAOO,40.29686675,-78.32117438,UTC-4
APA,KAPA,39.733334,-104.98333,UTC-6
APC,KAPC,38.216488,-122.2765713,UTC-7
APF,KAPF,26.1523225,-81.77394138,UTC-4
APG,KAPG,39.5,-76.166664,UTC-4
APH,KAPH,38.05,-77.35,UTC-4
APN,KAPN,45.07017615,-83.56655477,UTC-4
APT,KAPT,35.066666,-85.5,UTC-5
APV,KAPV,34.52639,-117.212776,UTC-7
ARA,KARA,30.03301825,-91.88190743,UTC-5
ARB,KARB,42.3,-83.75,UTC-4
ARG,KARG,36.066666,-90.95,UTC-5
WHT,KARM,29.316668,-96.1,UTC-5
AUZ,KARR,41.75,-88.316666,UTC-5
ART,KART,43.990833,-76.021385,UTC-4
ARV,KARV,45.924168,-89.73222,UTC-5
BFT,KARW,32.41083,-80.635,UTC-4
ASE,KASE,39.219685,-106.864685,UTC-6
SPZ,KASG,36.17580785,-94.11966333,UTC-5
ASH,KASH,42.78259315,-71.51763053,UTC-4
ASL,KASL,32.55,-94.38333,UTC-5
ASN,KASN,33.433334,-86.1,UTC-5
AST,KAST,46.15642245,-123.88301,UTC-7
ASX,KASX,46.55,-90.916664,UTC-5
ASY,KASY,46.033333,-99.36667,UTC-5
ATL,KATL,33.63779875,-84.42927119,UTC-4
ATS,KATS,32.8525152,-104.4664108,UTC-6
ATW,KATW,44.25659495,-88.52169599,UTC-5
ATY,KATY,44.9126175,-97.14845997,UTC-5
AUG,KAUG,44.318054,-69.79667,UTC-4
AUM,KAUM,43.666668,-92.98333,UTC-5
AUN,KAUN,38.9,-121.066666,UTC-7
AUO,KAUO,32.63333,-85.5,UTC-5
AUS,KAUS,30.19348925,-97.66500964,UTC-5
AUW,KAUW,44.923332,-89.623055,UTC-5
AVL,KAVL,35.4364233,-82.54088095,UTC-4
AVO,KAVO,27.6,-81.51667,UTC-4
AVP,KAVP,41.33709205,-75.72257123,UTC-4
AVW,KAVQ,32.4113732,-111.2174879,UTC-7
AVX,KAVX,33.341667,-118.31528,UTC-7
AWM,KAWM,35.13333,-90.183334,UTC-5
AXG,KAXA,43.0778426,-94.2714143,UTC-5
AXN,KAXN,45.86722,-95.394165,UTC-5
AXS,KAXS,34.69881,-99.33847,UTC-5
AXV,KAXV,40.566666,-84.2,UTC-4
AXX,KAXX,36.4202498,-105.2910646,UTC-6
AYS,KAYS,31.24847785,-82.39377481,UTC-4
AZO,KAZO,42.2307865,-85.55104192,UTC-4
BAB,KBAB,39.15,-121.583336,UTC-7
BAD,KBAD,32.5,-93.666664,UTC-5
BAF,KBAF,42.13333,-72.75,UTC-4
CLU,KBAK,39.216667,-85.916664,UTC-4
BAM,KBAM,40.63333,-116.933334,UTC-7
BBB,KBBB,45.331944,-95.650556,UTC-5
BBD,KBBD,31.133333,-99.333336,UTC-5
BKG,KBBG,36.52780005,-93.19781658,UTC-5
BTN,KBBP,34.61667,-79.683334,UTC-4
BBW,KBBW,41.4,-99.63333,UTC-5
BCB,KBCB,37.20921745,-80.41201042,UTC-4
BCE,KBCE,37.70752165,-112.1501399,UTC-6
BCT,KBCT,26.35,-80.083336,UTC-4
BDE,KBDE,48.7232658,-94.6044845,UTC-5
BDG,KBDG,37.581466,-109.480294,UTC-6
ILL,KBDH,45.11607405,-95.09201584,UTC-5
BDL,KBDL,41.9405835,-72.68501994,UTC-4
BDR,KBDR,41.16271485,-73.12617523,UTC-4
WBU,KBDU,40.0374058,-105.2311183,UTC-6
KBE,KBE,55.929443,-131.57,UTC-8
BEC,KBEC,37.683334,-97.333336,UTC-5
BED,KBED,42.46795055,-71.28436914,UTC-4
BEH,KBEH,42.127777,-86.42833,UTC-4
BFD,KBFD,41.802223,-78.63944,UTC-4
BFF,KBFF,41.87685875,-103.5949185,UTC-6
BFI,KBFI,47.5371,-122.3037,UTC-7
BFL,KBFL,35.4372678,-119.0592237,UTC-7
BFM,KBFM,30.683332,-88.23333,UTC-5
BFR,KBFR,38.86667,-86.48333,UTC-4
BGD,KBGD,35.6887659,-101.394019,UTC-5
BGE,KBGE,30.916668,-84.583336,UTC-4
BGM,KBGM,42.2106484,-75.98155093,UTC-4
BGR,KBGR,44.8072619,-68.81941486,UTC-4
BHB,KBHB,44.44889,-68.361664,UTC-4
BHM,KBHM,33.5635078,-86.75154127,UTC-5
BID,KBID,41.16823955,-71.57745157,UTC-4
BIE,KBIE,40.2996235,-96.74932562,UTC-5
BIF,KBIF,31.75,-106.48333,UTC-6
BIH,KBIH,37.373333,-118.365,UTC-7
BIL,KBIL,45.80923485,-108.5476752,UTC-6
BIS,KBIS,46.7732585,-100.7471637,UTC-5
BIX,KBIX,30.4094294,-88.91886497,UTC-5
BJC,KBJC,39.9121533,-105.1071572,UTC-6
BJI,KBJI,47.5101068,-94.92982435,UTC-5
