code,ident,latitude_deg,longitude_deg,time_zone
OHD,LWOH,41.17937425,20.742970126092665,UTC+1
SKP,LWSK,41.95649,21.62872,UTC+1
GIB,LXGB,36.15157405,-5.347921387,UTC+1
BEG,LYBE,44.81827305,20.30236960731008,UTC+1
IVG,LYBR,42.8390007,19.8619995,UTC+1
BJY,LYBT,44.9372722,20.24982458897664,UTC+1
KVO,LYKV,43.818194,20.58749071863892,UTC+1
INI,LYNI,43.336109,21.85733488617226,UTC+1
TGD,LYPG,42.3605703,19.25007158353284,UTC+1
TIV,LYTV,42.403729850000005,18.724834448309945,UTC+1
BTS,LZIB,48.17229025,17.21349735712755,UTC+1
KSC,LZKZ,48.661434150000005,21.239139749265533,UTC+1
LUE,LZLU,48.333332,19.666668,UTC+1
PZY,LZPP,48.62199825,17.82800785784479,UTC+1
POV,LZPW,49,21.25,UTC+1
SLD,LZSL,48.63783305,19.135614217671737,UTC+1
TAT,LZTT,49.07121425,20.24725741197063,UTC+1
ILZ,LZZI,49.233334,18.766666,UTC+1
PCU,M13,30.433332,-89.683334,UTC-5
MLK,M75,48.494415,-107.9095,UTC-6
UWA,MA53,42.2809643,-72.2165524,UTC-4
BNH,MA87,41.766666,-72.683334,UTC-4
GDT,MBGT,21.44441545,-71.14172993,UTC-4
MDS,MBMC,21.783333,-71.71667,UTC-4
NCA,MBNC,21.9157059,-71.94431934,UTC-4
PIC,MBPI,21.87481975,-72.09165827,UTC-4
PLS,MBPV,21.77415335,-72.26888419,UTC-4
XSC,MBSC,21.515833,-71.529724,UTC-4
SLX,MBSY,21.33455605,-71.19947992,UTC-4
BRX,MDBH,18.25182335,-71.12337032,UTC-4
CBJ,MDCR,17.928795700000002,-71.64183983,UTC-4
AZS,MDCY,19.270555,-69.736946,UTC-4
COZ,MDCZ,18.9,-70.71667,UTC-4
JBQ,MDJB,18.5713644,-69.98602447,UTC-4
LRM,MDLR,18.416668,-68.9,UTC-4
PUJ,MDPC,18.5697918,-68.36662617,UTC-4
EPS,MDPO,19.25,-69.5,UTC-4
POP,MDPP,19.754942,-70.56315,UTC-4
SDQ,MDSD,18.42929615,-69.67151238,UTC-4
STI,MDST,19.405476,-70.60372192,UTC-4
LIZ,ME16,42.033333,-78.63333,UTC-4
CBV,MGCB,15.4690225,-90.40646467,UTC-6
CIQ,MGCQ,14.85,-89.61667,UTC-6
CMM,MGCR,17.4621687,-90.0538516,UTC-6
CTF,MGCT,14.766667,-91.916664,UTC-6
DON,MGDL,17.633333,-89.666664,UTC-6
GUA,MGGT,14.58331705,-90.52716041,UTC-6
HUG,MGHT,15.333333,-91.46667,UTC-6
FRS,MGMM,16.916668,-89.88333,UTC-6
PBR,MGPB,15.73187325,-88.58476327,UTC-6
PKJ,MGPG,15.6425,-90.76195,UTC-6
PON,MGPP,16.32617325,-89.41375303,UTC-6
AQB,MGQC,15.01,-91.15,UTC-6
AAZ,MGQZ,14.8611558,-91.50677134,UTC-6
RUV,MGRB,15.833333,-90.333336,UTC-6
LCF,MGRD,15.667778,-88.94778,UTC-6
RER,MGRT,14.520278,-91.696945,UTC-6
GSJ,MGSJ,13.93653185,-90.83299203,UTC-6
UAX,MGUX,17.3931494,-89.6348411,UTC-6
AHS,MHAH,15.4819002,-84.4160995,UTC-6
BHG,MHBL,15.7357862,-84.5428876,UTC-6
CAA,MHCA,14.830556,-85.89445,UTC-6
LUI,MHCR,13.333333,-87.85,UTC-6
CYL,MHCS,15,-86.5,UTC-6
CDD,MHCU,15.32120995,-83.60406202,UTC-6
GAC,MHGS,14.596667,-88.59389,UTC-6
EDQ,MHGU,14.2569437,-88.3925018,UTC-6
IRN,MHIR,15.95,-85.183334,UTC-6
GUO,MHJI,15.116667,-86.13333,UTC-6
JUT,MHJU,14.673333,-86.29305,UTC-6
LCE,MHLC,15.740556,-86.85722,UTC-6
LEZ,MHLE,14.25,-88.166664,UTC-6
SAP,MHLM,15.4537972,-87.92431532,UTC-6
MRJ,MHMA,14.163611,-88.03333,UTC-6
GJA,MHNJ,16.445,-85.90583,UTC-6
OAN,MHOA,15.504444,-86.57472,UTC-6
PCH,MHPC,15,-89,UTC-6
PEU,MHPL,15.216667,-83.76667,UTC-6
RTB,MHRO,16.3169504,-86.52481169,UTC-6
RUY,MHRU,15,-88,UTC-6
XPL,MHSC,14.416667,-87.61667,UTC-6
SDH,MHSR,14.777222,-88.77639,UTC-6
TEA,MHTE,15.7752969,-87.47630249,UTC-6
TGU,MHTG,14.0603447,-87.21931915,UTC-6
TJI,MHTJ,15.925833,-85.939445,UTC-6
SCD,MHUL,14.916111,-87.26667,UTC-6
UII,MHUT,16.1017166,-86.8934553,UTC-6
ORO,MHYR,15.125278,-87.13389,UTC-6
OCJ,MKBS,18.400557,-76.96972,UTC-5
KIN,MKJP,17.93556065,-76.7809809,UTC-5
MBJ,MKJS,18.50292595,-77.9138874,UTC-5
POT,MKKJ,18.198334,-76.53555,UTC-5
NEG,MKNG,18.3398797,-78.3360557,UTC-5
KTP,MKTP,17.98903215,-76.82514592,UTC-5
MIJ,MLIP,6.083333,171.75,UTC+12
TZM,MM72,21.15550795,-88.17237438,UTC-6
UAC,MM76,32.44445155,-114.7979199,UTC-7
ACA,MMAA,16.756593600000002,-99.75293698,UTC-6
AZG,MMAG,19.068056,-102.352776,UTC-6
NTR,MMAN,25.666668,-100.316666,UTC-6
AGU,MMAS,21.701416,-102.31374,UTC-6
HUX,MMBT,15.7759827,-96.25869871,UTC-6
CNA,MMCA,31,-110.333336,UTC-7
CVJ,MMCB,18.916668,-99.25,UTC-6
ACN,MMCC,29.3,-100.916664,UTC-5
CME,MMCE,18.6517384,-91.80046272,UTC-6
NCG,MMCG,30.416668,-107.916664,UTC-6
CUL,MMCL,24.76450365,-107.478339,UTC-7
CTM,MMCM,18.50736655,-88.33391305,UTC-5
CEN,MMCN,27.39138415,-109.8312255,UTC-7
CJT,MMCO,16.1740488,-92.04572634,UTC-6
CPE,MMCP,19.835,-90.509445,UTC-6
CJS,MMCS,31.63849375,-106.4280101,UTC-5
CZA,MMCT,20.666668,-88.566666,UTC-6
CUU,MMCU,28.704048,-105.96952,UTC-6
CVM,MMCV,23.713888,-98.96528,UTC-6
CYW,MMCY,20.5456333,-100.8852786,UTC-6
CZM,MMCZ,20.52296195,-86.92943828,UTC-5
CUA,MMDA,25.036943,-111.664444,UTC-7
MMC,MMDM,22.833332,-99,UTC-6
DGO,MMDO,24.125,-104.525,UTC-6
TPQ,MMEP,21.5,-104.9,UTC-7
ESE,MMES,31.866667,-116.61667,UTC-7
GDL,MMGL,20.525198,-103.29921,UTC-6
GYM,MMGM,27.955557,-110.93056,UTC-7
GUB,MMGR,28.02557195,-114.0222098,UTC-7
TCN,MMHC,18.49717635,-97.42076318,UTC-6
HMO,MMHO,29.09210995,-111.0546368,UTC-7
CLQ,MMIA,19.3,-103.65,UTC-6
ISJ,MMIM,21.24591925,-86.7404712,UTC-5
SLW,MMIO,25.5387871,-100.9309474,UTC-6
IZT,MMIT,16.569166,-95.10833,UTC-6
JAL,MMJA,19.472221,-96.781944,UTC-6
AZP,MMJC,19.416668,-99.1,UTC-6
LZC,MMLC,18.00309765,-102.2196627,UTC-6
LMM,MMLM,25.816668,-108.98333,UTC-7
BJX,MMLO,20.9934103,-101.4812008,UTC-6
LAP,MMLP,24.076088,-110.367836,UTC-7
LTO,MMLT,25.983334,-111.35,UTC-7
MAM,MMMA,25.76121775,-97.52118771,UTC-5
MID,MMMD,20.9246449,-89.65927789,UTC-6
MUG,MMMG,26.916668,-111.98333,UTC-7
MXL,MMML,32.63000155,-115.2448954,UTC-7
MLM,MMMM,19.84351,-101.02693,UTC-6
MTT,MMMT,17.983334,-94.51667,UTC-6
LOV,MMMV,26.9,-101.416664,UTC-6
MEX,MMMX,19.435278,-99.07278,UTC-6
MTY,MMMY,25.77657,-100.114395,UTC-6
MZT,MMMZ,23.16484775,-106.269516,UTC-7
NOG,MMNG,31.333332,-110.933334,UTC-7
NLD,MMNL,27.44365385,-99.5678638,UTC-5
OAX,MMOX,16.9994612,-96.72489779,UTC-6
PAZ,MMPA,20.516666,-97.467224,UTC-6
PBC,MMPB,19.135,-98.3675,UTC-6
PPE,MMPE,31.383333,-113.5,UTC-7
PDS,MMPG,28.7,-100.51667,UTC-5
PCO,MMPL,23.583332,-109.5,UTC-7
UPN,MMPN,19.411112,-102.04722,UTC-6
PQM,MMPQ,17.53322045,-92.01424162,UTC-6
PVR,MMPR,20.678297,-105.24898,UTC-6
PXM,MMPS,15.85,-97.083336,UTC-6
QRO,MMQT,20.6,-100.38333,UTC-6
REX,MMRX,26.005776500000003,-98.22419389,UTC-5
SJD,MMSD,23.1451694,-109.7180129,UTC-7
SFH,MMSF,31,-114.86667,UTC-7
NLU,MMSM,19.4,-99.15,UTC-6
SLP,MMSP,22.26023135,-100.9367897,UTC-6
SCX,MMSZ,16.166668,-95.2,UTC-6
TRC,MMTC,25.5618755,-103.4066973,UTC-6
TGZ,MMTG,16.56361,-93.0225,UTC-6
TIJ,MMTJ,32.54236105,-116.9701717,UTC-7
TQO,MMTL,20.165842,-87.659709,UTC-5
TAM,MMTM,22.29066925,-97.86400374,UTC-6
TSL,MMTN,21.983334,-98.75,UTC-6
TLC,MMTO,19.283333,-99.666664,UTC-6
TAP,MMTP,14.909722,-92.25306,UTC-6
TUY,MMTU,20.2273006,-87.4382019,UTC-5
CUN,MMUN,21.0407394,-86.88181491,UTC-5
VSA,MMVA,17.9952401,-92.81879817,UTC-6
VER,MMVR,19.142275,-96.18321,UTC-6
ZCL,MMZC,22.8,-102.55,UTC-6
ZIH,MMZH,17.606783,-101.464066,UTC-6
ZMM,MMZM,19.983334,-102.26667,UTC-6
ZLO,MMZO,19.113333,-104.350555,UTC-6
BEF,MNBL,11.9910456,-83.77366038,UTC-6
BZA,MNBZ,13.95,-84.6,UTC-6
ECI,MNCE,11.4277197,-86.034155,UTC-6
RNI,MNCI,12.1733502,-83.05909222,UTC-6
MGA,MNMG,12.141385,-86.16885965,UTC-6
NVG,MNNG,11.666667,-84.45,UTC-6
PUZ,MNPC,14.045278,-83.38361,UTC-6
RFS,MNRT,13.8904838,-84.40899611,UTC-6
NCR,MNSC,11.25,-84.833336,UTC-6
SIU,MNSI,13.7288288,-84.77740075,UTC-6
WSP,MNWP,14.683333,-84.01667,UTC-6
PDM,MP00,7.556944,-80.023611,UTC-5
BOC,MPBO,9.3404691,-82.25481516,UTC-5
CTD,MPCE,7.98858265,-80.40974542,UTC-5
CHX,MPCH,9.45,-82.45,UTC-5
DAV,MPDA,8.383333,-82.433334,UTC-5
ONX,MPEJ,9.35,-79.9,UTC-5
JQE,MPJE,7.5,-78.166664,UTC-5
PLP,MPLP,8.333333,-78.13333,UTC-5
PAC,MPMG,8.983333,-79.21667,UTC-5
PUE,MPOA,8.66932855,-77.41753081,UTC-5
BLB,MPPA,8.973056,-79.5575,UTC-5
SYP,MPSA,8.1,-80.98333,UTC-5
RIH,MPSM,8.375833,-80.127778,UTC-5
PTY,MPTO,9.0667814,-79.38148243,UTC-5
PVE,MPVR,9,-81,UTC-5
NBL,MPWN,9.3,-79,UTC-5
ACO,MRAF,9.693365,-85.091216,UTC-6
FON,MRAN,10.4,-84.48333,UTC-6
TTQ,MRAO,10.566667,-83.51667,UTC-6
BAI,MRBA,9.166667,-83.333336,UTC-6
BCL,MRBC,10.833333,-82.96667,UTC-6
OTR,MRCC,8.566667,-82.933334,UTC-6
JAP,MRCH,9.966667,-84.833336,UTC-6
PLD,MRCR,10.25,-85.416664,UTC-6
DRK,MRDK,8.718110249999999,-83.63672169,UTC-6
GLF,MRGF,8.653068600000001,-83.18107347,UTC-6
GPL,MRGP,10.21719575,-83.79711538,UTC-6
PBP,MRIA,10.416667,-85.166664,UTC-6
LIR,MRLB,10.5951762,-85.53862961,UTC-6
LSL,MRLC,11.03558365,-84.70532259,UTC-6
LIO,MRLM,9.95635245,-83.02066458,UTC-6
CSC,MRMJ,10.766667,-85.48333,UTC-6
NCT,MRNC,10.138889,-85.445,UTC-6
NOB,MRNS,9.97733305,-85.652362,UTC-6
SJO,MROC,9.99341155,-84.21152053,UTC-6
PJM,MRPJ,8.583333,-83.333336,UTC-6
PMZ,MRPM,8.9513576,-83.4684487,UTC-6
SYQ,MRPV,9.95749965,-84.13972891,UTC-6
XQP,MRQP,9.439146,-84.13335,UTC-6
RFR,MRRF,10.333333,-83.88333,UTC-6
IPZ,MRSI,9.348611,-83.7125,UTC-6
TOO,MRSV,8.833333,-82.96667,UTC-6
TNO,MRTM,10.3149092,-85.81544161,UTC-6
TMU,MRTR,9.733333,-85.01667,UTC-6
UPL,MRUP,10.783333,-85.03333,UTC-6
SAL,MSLP,13.45092455,-89.05240508,UTC-6
CYA,MTCA,18.2700495,-73.79197271,UTC-4
CAP,MTCH,19.7263503,-72.20026715,UTC-4
MTX,MTF,64.816666,-147.86667,UTC-8
JAK,MTJA,18.240557,-72.51861,UTC-4
JEE,MTJE,18.66309045,-74.16970399,UTC-4
PAP,MTPP,18.5790123,-72.29606501,UTC-4
PAX,MTPX,19.93488935,-72.84678863,UTC-4
BCA,MUBA,20.35,-74.5,UTC-4
BWW,MUBR,22.62129974,-79.14720154,UTC-4
BYM,MUBY,20.383333,-76.65,UTC-4
AVI,MUCA,22.025,-78.79139,UTC-4
CCC,MUCC,22.5125,-78.50833,UTC-4
CFG,MUCF,22.14945185,-80.41432509,UTC-4
CYO,MUCL,21.616667,-81.51667,UTC-4
CMW,MUCM,21.418612,-77.849724,UTC-4
SCU,MUCU,19.9753964,-75.83547296,UTC-4
NBW,MUGM,20.166668,-75.23333,UTC-4
GAO,MUGT,20.084723,-75.15861,UTC-4
HAV,MUHA,22.98738485,-82.41424753,UTC-4
HOG,MUHG,20.785278,-76.315,UTC-4
VRO,MUKW,23.133333,-81.3,UTC-4
LCL,MULM,22.283333,-83.61667,UTC-4
UMA,MUMA,20.2423436,-74.1490094,UTC-4
MOA,MUMO,20.5,-74.88333,UTC-4
MZO,MUMZ,20.325,-77.12889,UTC-4
GER,MUNG,21.8375,-82.78,UTC-4
UPB,MUPB,23.0285411,-82.57921216,UTC-4
SNU,MUSC,22.491943,-79.94194,UTC-4
SNJ,MUSJ,22.083332,-84.15,UTC-4
SZJ,MUSN,21.633333,-82.95,UTC-4
USS,MUSS,21.866667,-79.55,UTC-4
TND,MUTD,21.8,-80,UTC-4
VRA,MUVR,23.039896,-81.43694,UTC-4
VTU,MUVT,20.9873162,-76.93672586,UTC-4
CYB,MWCB,19.690191,-79.87941,UTC-5
LYB,MWCL,19.6592,-80.08472,UTC-5
GCM,MWCR,19.29262115,-81.35854364,UTC-5
MAY,MYAB,24.28800325,-77.68183596,UTC-4
ASD,MYAF,24.70832875,-77.77238142,UTC-4
TZN,MYAK,24.15907255,-77.59131705,UTC-4
MHH,MYAM,26.5113679,-77.08448975,UTC-4
SAQ,MYAN,25.0557121,-78.05411619,UTC-4
AXP,MYAP,22.45,-73.96667,UTC-4
TCB,MYAT,26.74774145,-77.39441938,UTC-4
WKR,MYAW,27.259706,-78.4014295,UTC-4
CCZ,MYBC,25.4165151,-77.87826581,UTC-4
GHC,MYBG,25.738056,-77.84028,UTC-4
BIM,MYBS,25.7,-79.28333,UTC-4
ATC,MYCA,24.6302173,-75.675918,UTC-4
TBI,MYCB,24.315,-75.45361,UTC-4
CXY,MYCC,25.416668,-77.816666,UTC-4
CRI,MYCI,22.7467692,-74.17689404,UTC-4
PWN,MYCP,22.8290266,-74.34641119,UTC-4
GGT,MYEF,23.5624053,-75.87650229,UTC-4
ELH,MYEH,25.4760797,-76.68117536,UTC-4
GHB,MYEM,25.2840555,-76.33000406,UTC-4
NMC,MYEN,24.59807545,-76.81803288,UTC-4
RSD,MYER,24.8910397,-76.18381779,UTC-4
TYM,MYES,24.16933685,-76.4398138,UTC-4
FPO,MYGF,26.556512750000003,-78.69558641,UTC-4
GBI,MYGM,26.666668,-78.5,UTC-4
WTD,MYGW,26.6883433,-78.98343056,UTC-4
IGA,MYIG,20.97447,-73.66096105,UTC-4
MYK,MYK,61.416668,-142.91667,UTC-8
LGI,MYLD,23.1785489,-75.08833696,UTC-4
SML,MYLS,23.583332,-75.26806,UTC-4
MYG,MYMM,22.376667,-73.01833,UTC-4
NAS,MYNN,25.03933675,-77.47012287,UTC-4
DCT,MYRD,22.25,-75.75,UTC-4
RCY,MYRP,23.666668,-74.96667,UTC-4
ZSA,MYSM,24.06595985,-74.53177412,UTC-4
TCV,MYTC,23.397417,-75.497083,UTC-4
TZA,MZBE,17.51639,-88.191666,UTC-6
BGK,MZBG,16.520128800000002,-88.40988534,UTC-6
BZE,MZBZ,17.5392339,-88.30483123,UTC-6
SQS,MZCF,17.1855872,-89.01239565,UTC-6
CUK,MZCK,17.7351537,-88.03229537,UTC-6
SVK,MZKT,16.7285586,-88.3707939,UTC-6
CYD,MZMF,17.104722,-89.101389,UTC-6
SPR,MZSP,17.9141504,-87.9708621,UTC-6
INB,MZSV,17.547222,-88.3,UTC-6
SXY,N23,42.316666,-75.4,UTC-4
AIT,NCAI,-18.8364468,-159.76131,UTC-10
AIU,NCAT,-20.033333,-158.1,UTC-10
MGS,NCMG,-21.933332,-157.93333,UTC-10
MHX,NCMH,-10.37867795,-161.0007033,UTC-10
MUK,NCMK,-19.333332,-158.5,UTC-10
MOI,NCMR,-19.84221065,-157.7046705,UTC-10
PZK,NCPK,-10.883333,-165.81667,UTC-10
PYE,NCPY,-9.016667,-158.03334,UTC-10
RAR,NCRG,-21.20172235,-159.805678,UTC-10
EPG,NE69,40.86667,-96.13333,UTC-5
AQS,NFBG,-17,170.9,UTC+12
ICI,NFCI,-17.7442632,-179.3420252,UTC+12
CST,NFCS,-17.5,177.5,UTC+12
NAN,NFFN,-17.7624533,177.43747042786867,UTC+12
PTF,NFFO,-17.783333,177.21666,UTC+12
RBI,NFFR,15,-179,UTC+12
KDV,NFKD,-19.053968,178.15607,UTC+12
MNF,NFMA,-17.633333,177.11667,UTC+12
MFJ,NFMO,-18.5634988,179.9493282,UTC+12
SUV,NFNA,-18.04373695,178.5604976825565,UTC+12
LEV,NFNB,-17.683332,178.83333,UTC+12
NGI,NFNG,-18,179.33333,UTC+12
LUC,NFNH,-16.75,179.41667,UTC+12
LKB,NFNK,-18.2,179.2,UTC+12
LBS,NFNL,-16.4671811,179.33916291168302,UTC+12
TVU,NFNM,-16.693056,179.87416,UTC+12
KXF,NFNO,-17.333332,179.83333,UTC+12
RTA,NFNR,-12.4825,177.0711,UTC+12
SVU,NFNS,-16.8034908,179.34068266209127,UTC+12
BVF,NFNU,-17,178.5,UTC+12
VAU,NFNV,-17.4995724,177.86308715740847,UTC+12
KAY,NFNW,-17.041111,178.56612,UTC+12
ONU,NFOL,-16.333332,179,UTC+12
YAS,NFSW,-16.75937,177.54566412061018,UTC+12
EUA,NFTE,-21.37746165,-174.9576004,UTC+13
TBU,NFTF,-21.2421623,-175.1443418,UTC+13
HPA,NFTL,-19.7768882,-174.3414548,UTC+13
NFO,NFTO,-15.571831,-175.628918,UTC+13
NTT,NFTP,-15.5,-174,UTC+13
VAV,NFTV,-18.58558155,-173.9637047,UTC+13
TTL,NFUL,-16.833332,179,UTC+12
VBV,NFVB,-17.233334,-178.95,UTC+12
VTF,NFVL,-18.512366,177.63872588965222,UTC+12
ABF,NGAB,1.670833,173.30417,UTC+12
BEZ,NGBR,-1.35472,176.0070038,UTC+12
FUN,NGFU,-8.516667,179.20833,UTC+12
KUC,NGKT,0.233333,173.38333,UTC+12
MNK,NGMA,1.00361,173.0310059,UTC+12
MZK,NGMK,1.983333,173.66667,UTC+12
MTK,NGMN,3,174,UTC+12
NIG,NGNU,-1.31444,176.4100037,UTC+12
OOT,NGON,-1.916667,175.56667,UTC+12
TRW,NGTA,1.358333,172.94167,UTC+12
AEA,NGTB,0.490833,173.8289948,UTC+12
TBF,NGTE,-1.22447,174.776001,UTC+12
TMN,NGTM,-2.483333,175.98334,UTC+12
NON,NGTO,-0.680556,174.35,UTC+12
AIS,NGTR,-2.65,176.83333,UTC+12
TSU,NGTS,-1.416667,174.83333,UTC+12
BBG,NGTU,3.166667,172.75,UTC+12
AAK,NGUK,0.166667,173.58333,UTC+12
IUE,NIUE,-19.0804765,-169.9213802,UTC-11
FUT,NLWF,-14.25,-178.15,UTC+12
WLS,NLWW,-13.233333,-176.16667,UTC+12
HBB,NM83,32.7,-103.13333,UTC-6
OFU,NSAS,-14.166667,-169.7,UTC-11
AAU,NSAU,-13.458333,-172.6,UTC+13
APW,NSFA,-13.832271,-171.999494,UTC+13
FGI,NSFI,-13.8495609,-171.739004,UTC+13
FTI,NSFQ,-14.2161361,-169.4235085,UTC-11
MXS,NSMA,-13.716667,-172.23334,UTC+13
PPG,NSTU,-14.3347658,-170.7159686,UTC-11
PPT,NTAA,-17.55418205,-149.6103369,UTC-10
RMT,NTAM,-22.6382712,-152.8053277,UTC-10
RUR,NTAR,-22.43438645,-151.3586682,UTC-10
TUB,NTAT,-23.35,-149.46666,UTC-10
RVV,NTAV,-25.883333,-147.65,UTC-10
AAA,NTGA,-17.3506654,-145.5111199,UTC-10
FGU,NTGB,-16.05,-141.83333,UTC-10
TIH,NTGC,-15.118639,-148.2338,UTC-10
APK,NTGD,-15.416667,-146.08333,UTC-10
REA,NTGE,-18.5,-136.4,UTC-10
FAV,NTGF,-16.0556585,-145.6602227,UTC-10
HHZ,NTGH,-17.533333,-142.53334,UTC-10
XMH,NTGI,-14.43432505,-146.0668185,UTC-10
GMR,NTGJ,-23.084,-134.88757,UTC-9
KKR,NTGK,-15.783333,-146.66667,UTC-10
MKP,NTGM,-16.5839005,-143.6580048,UTC-10
NAU,NTGN,-14.166667,-141.58333,UTC-10
TKV,NTGO,-17.283333,-138.33333,UTC-10
PKP,NTGP,-14.75,-138.96666,UTC-10
PUK,NTGQ,-18.2956009,-137.0169983,UTC-10
TKP,NTGT,-15.45,-145.14166,UTC-10
AXR,NTGU,-15.25,-146.75,UTC-10
MVT,NTGV,-14.833333,-148.41667,UTC-10
NUK,NTGW,-19.183332,-138.7,UTC-10
ZTA,NTGY,-20.816668,-138.5,UTC-10
AHE,NTHE,-14.4280996,-146.2570038,UTC-10
KHZ,NTKA,-15.7821774,-145.1241247,UTC-10
FAC,NTKF,-16.68716835,-145.3326989,UTC-10
FHZ,NTKH,-15.9916371,-140.1647412,UTC-10
RKA,NTKK,-15.4861066,-145.4698939,UTC-10
TJN,NTKM,-15.8577838,-142.2660562,UTC-10
NIU,NTKN,-16.11911495,-146.3683704,UTC-10
RRR,NTKO,-16.044859,-142.47556,UTC-10
TKX,NTKR,-14.4563277,-145.0259031,UTC-10
KXU,NTKT,-16.3393993,-144.4029999,UTC-10
NKP,NTKU,17.3886974,104.6446664,UTC+7
NHV,NTMD,-8.795214,-140.22223,UTC-9
AUQ,NTMN,-9.76667795,-139.0097149,UTC-9
UAP,NTMP,-9.3477345,-140.0794554,UTC-9
UAH,NTMU,-8.93626765,-139.5538826,UTC-9
BOB,NTTB,-16.44433535,-151.7525442,UTC-10
TTI,NTTE,-17.083332,-149.5,UTC-10
RGI,NTTG,-14.956334,-147.65915,UTC-10
HUH,NTTH,-16.689207,-151.0283868,UTC-10
MOZ,NTTM,-17.490433,-149.76414,UTC-10
HOI,NTTO,-18.06248,-140.96529,UTC-10
MAU,NTTP,-16.4268907,-152.241621,UTC-10
RFP,NTTR,-16.72340145,-151.4678544,UTC-10
TPX,NTTU,-16.24195505,-151.8344538,UTC-10
UOA,NTTX,-21.809443,-138.813055,UTC-10
VHZ,NTUV,-18.583332,-138.83333,UTC-10
UCC,NV11,37,-116.05,UTC-7
MTV,NVSA,-13.666667,167.66667,UTC+11
SLH,NVSC,-13.8528474,167.5373349,UTC+11
TOH,NVSD,-13.166667,166.75,UTC+11
EAE,NVSE,-17.166668,168.41667,UTC+11
CCV,NVSF,-16.2,167.5,UTC+11
LOD,NVSG,-15.3061063,167.9690319,UTC+11
SSR,NVSH,-15.5,168.3,UTC+11
PBJ,NVSI,-16.4320219,168.23523696852922,UTC+11
LPM,NVSL,-16.4566477,167.8287869,UTC+11
LNB,NVSM,-16.5841999,168.1589966,UTC+11
MWF,NVSN,-15.166667,168.16667,UTC+11
LNE,NVSO,-15.8687823,168.17305421313333,UTC+11
NUS,NVSP,-16.0805818,167.4025558,UTC+11
ZGU,NVSQ,-14.2208883,167.5897821,UTC+11
RCL,NVSR,-27.207035,153.07333,UTC+11
SON,NVSS,-15.50470155,167.21868291955798,UTC+11
TGH,NVST,-16.89086955,168.55130308029692,UTC+11
ULB,NVSU,-16.416668,168.33333,UTC+11
VLS,NVSV,-16.7961006,168.177002,UTC+11
WLH,NVSW,-15.4111246,167.69118229180754,UTC+11
SWJ,NVSX,-16.25,167.16667,UTC+11
OLJ,NVSZ,-14.8810156,166.55778026503145,UTC+11
AUY,NVVA,-20.333332,169.66667,UTC+11
AWD,NVVB,-19.25,169.5,UTC+11
DLY,NVVD,-18.7,169.15,UTC+11
FTA,NVVF,-19.416668,170.25,UTC+11
IPA,NVVI,-18.75,169.18333,UTC+11
UIQ,NVVQ,-17,168.16667,UTC+11
VLI,NVVV,-17.69913085,168.3193165665017,UTC+11
TAH,NVVW,-19.45388655,169.22362184123318,UTC+11
TGJ,NWWA,-21.0986117,167.8044055,UTC+11
BMY,NWWC,-19.75,163.66667,UTC+11
KNQ,NWWD,-21.053333,164.83778,UTC+11
ILP,NWWE,-22.589722,167.4475,UTC+11
KOC,NWWK,-20.5,164.41667,UTC+11
LIF,NWWL,-20.766666,167.25,UTC+11
GEA,NWWM,-22.25761285,166.47299068887037,UTC+11
PUV,NWWP,-20.2891998,164.098999,UTC+11
PDC,NWWQ,-21.3164005,164.9989929,UTC+11
MEE,NWWR,-21.482311,168.03609,UTC+11
TOU,NWWU,-20.7900009,165.2590027,UTC+11
UVE,NWWV,-20.6391072,166.57158652129007,UTC+11
NOU,NWWW,-22.01488615,166.2140588220377,UTC+11
AKL,NZAA,-37.00889695,174.7912138412501,UTC+13
TUO,NZAP,-38.7402488,176.08434805942943,UTC+13
AMZ,NZAR,-37.033333,174.96666,UTC+13
ASG,NZAS,-43.9,171.78334,UTC+13
CHC,NZCH,-43.4847958,172.53575429898345,UTC+13
CHT,NZCI,-43.8,-176.35,UTC+13
CMV,NZCX,-37,175.66667,UTC+13
DGR,NZDA,-35.93911065,173.89407140060214,UTC+13
DUD,NZDN,-45.9277448,170.20045427891455,UTC+13
WHO,NZFJ,-43.36951,170.1803436,UTC+13
GBZ,NZGB,-36.25,175.41667,UTC+13
GMN,NZGM,-42.4623486,171.19048929277787,UTC+13
GIS,NZGS,-38.6639081,177.97828688661417,UTC+13
GTN,NZGT,-43.766666,170.13611,UTC+13
HKK,NZHK,-42.71319285,170.98582566679983,UTC+13
HLZ,NZHN,-37.8649356,175.3315424211442,UTC+13
WIK,NZKE,-36.833332,175.08333,UTC+13
KBZ,NZKI,-42.416668,173.68333,UTC+13
KKE,NZKK,-35.25801885,173.9118171,UTC+13
KKO,NZKO,-35.452778,173.81667,UTC+13
KAT,NZKT,-35.07105465,173.28715561627322,UTC+13
ALR,NZLX,-45.21389,169.36945,UTC+13
MTA,NZMA,-37.816666,175.76666,UTC+13
MON,NZMC,-43.7665583,170.13344355705374,UTC+13
MFN,NZMF,-44.67391965,167.92485953395476,UTC+13
MZP,NZMK,-41.1204993,172.9928770913604,UTC+13
TEU,NZMO,-45.419445,167.7264,UTC+13
MRO,NZMS,-40.9746295,175.63377695420445,UTC+13
NPL,NZNP,-39.00578615,174.1832892043154,UTC+13
NPE,NZNR,-39.46667,176.87225,UTC+13
